year mon day hour minute sec lat lot dep mag
2022 4 16 8 23 7.42 29.319767 107.931169 3.69 -0.14
2022 4 16 8 24 30.97 29.34822 108.073665 1.42 0.56
2022 4 16 8 59 33.35 29.317582 107.922469 2.46 0.19
2022 4 16 9 40 23.36 29.284139 107.843449 4.55 0.14
2022 4 16 9 43 5.57 29.313859 107.917806 2.79 0.6
2022 4 16 10 34 26.81 29.316359 107.916496 3.29 0.65
2022 4 16 10 34 34.04 29.303754 107.918424 3.75 0.2
2022 4 16 10 36 57.18 29.362331 108.03265 1.38 0.6
2022 4 16 10 40 38.77 29.300824 107.903996 3.27 0.41
2022 4 16 11 13 5.36 29.268309 108.038436 3.41 0.74
2022 4 16 11 54 7.17 29.28444 108.041138 2.0 0.91
2022 4 16 12 20 0.24 29.312573 107.876644 3.48 0.3
2022 4 16 12 26 22.47 29.388302 107.900334 3.17 0.88
2022 4 16 12 27 25.19 29.283569 107.873942 5.37 0.75
2022 4 16 12 42 37.17 29.33715 107.974463 2.31 0.35
2022 4 16 14 56 13.76 29.347113 108.077637 1.82 0.63
2022 4 16 15 41 26.75 29.320544 107.950854 2.04 0.62
2022 4 16 15 43 1.14 29.344222 108.086735 1.53 0.95
2022 4 16 16 10 37.44 29.348728 108.074097 1.72 0.61
2022 4 16 16 32 33.12 29.36145 108.017301 2.13 0.54
2022 4 16 17 0 29.5 29.327974 107.956868 1.97 0.52
2022 4 16 17 3 26.93 29.329696 107.953459 2.4 0.11
2022 4 16 17 6 48.65 29.351552 107.987931 3.35 0.78
2022 4 16 17 8 55.67 29.358567 107.992912 4.93 0.5
2022 4 16 17 46 13.73 29.312229 107.919596 2.83 0.11
2022 4 16 17 51 57.72 29.274078 107.833813 5.75 0.83
2022 4 16 18 2 53.77 29.362288 108.032845 1.52 0.8
2022 4 16 18 24 54.09 29.267611 107.824487 6.13 0.02
2022 4 16 19 16 31.72 29.356342 107.909123 2.56 0.17
2022 4 16 20 18 14.61 29.370217 107.932625 5.36 0.09
2022 4 16 20 21 8.92 29.304529 107.892537 3.67 0.71
2022 4 16 20 53 10.27 29.316921 107.968498 2.6 0.07
2022 4 16 20 56 16.66 29.317342 107.916968 3.05 0.36
2022 4 16 22 11 42.61 29.337242 107.974398 2.3 0.34
2022 4 16 23 0 35.44 29.292348 107.886963 4.47 0.45
2022 4 16 23 50 41.62 29.348558 108.073633 1.6 -0.48
2022 4 17 0 0 28.61 29.297266 107.886035 4.49 0.16
2022 4 17 1 27 5.94 29.316111 107.970662 2.62 0.29
2022 4 17 2 0 10.72 29.284253 108.042025 2.52 0.14
2022 4 17 2 7 0.32 29.301896 107.905981 3.02 -0.48
2022 4 17 2 39 0.32 29.320404 107.933146 4.05 0.08
2022 4 17 2 45 25.16 29.323421 107.930664 3.1 0.55
2022 4 17 3 20 19.7 29.319879 107.931372 3.81 -0.1
2022 4 17 4 37 12.92 29.360191 108.017293 2.37 0.11
2022 4 17 4 41 17.52 29.317147 107.916764 3.18 0.5
2022 4 17 4 59 17.04 29.344505 108.086776 1.63 0.1
2022 4 17 4 59 51.36 29.294659 107.883634 3.63 0.39
2022 4 17 5 1 7.08 29.359928 108.017318 3.04 0.03
2022 4 17 5 4 5.52 29.337575 107.97408 1.82 0.33
2022 4 17 6 6 51.84 29.362213 108.033309 1.59 0.65
2022 4 17 6 43 38.56 29.283673 108.041699 2.58 0.56
2022 4 17 7 25 15.88 29.283714 108.045589 1.75 0.16
2022 4 17 7 35 7.32 29.348116 108.072567 1.13 0.56
2022 4 17 7 47 18.12 29.346838 108.077254 1.86 0.46
2022 4 17 8 50 29.91 29.373728 107.919832 4.06 0.27
2022 4 17 9 6 43.36 29.284068 107.845068 4.71 -0.05
2022 4 17 9 9 20.22 29.310905 107.917318 3.22 0.56
2022 4 17 9 42 54.11 29.279942 107.839046 5.53 0.76
2022 4 17 9 50 10.79 29.320748 107.950749 2.07 0.45
2022 4 17 10 12 10.88 29.301444 107.904598 3.14 0.51
2022 4 17 10 20 4.53 29.339524 108.121305 3.74 0.88
2022 4 17 12 7 4.29 29.311155 107.918978 3.1 0.69
2022 4 17 12 42 42.53 29.365175 107.906852 9.85 0.7
2022 4 17 13 24 44.88 29.316838 107.96862 2.62 0.59
2022 4 17 13 25 46.81 29.320915 107.947209 3.24 -0.05
2022 4 17 13 28 0.53 29.317027 107.916634 3.05 0.69
2022 4 17 14 23 35.62 29.352482 107.988403 1.4 -0.0
2022 4 17 14 43 44.81 29.337431 107.974268 2.04 0.56
2022 4 17 15 35 30.57 29.348586 108.073901 1.65 0.66
2022 4 17 17 11 17.6 29.32029 107.95083 2.09 -0.04
2022 4 17 17 23 7.53 29.322719 107.948088 1.99 0.16
2022 4 17 17 38 58.14 29.315965 107.97041 2.64 0.66
2022 4 17 18 4 0.61 29.271702 108.089884 4.09 0.38
2022 4 17 18 4 53.45 29.329901 107.955037 2.67 0.6
2022 4 17 18 4 55.6 29.328298 107.953141 2.62 1.49
2022 4 17 19 17 15.27 29.362644 108.033154 1.37 1.32
2022 4 17 20 5 34.04 29.302393 107.905713 3.02 0.43
2022 4 17 20 45 21.11 29.30036 107.897013 4.46 0.82
2022 4 17 21 13 44.26 29.337042 107.974438 2.34 1.29
2022 4 17 21 14 41.31 29.318325 107.921615 3.05 0.18
2022 4 17 21 22 37.84 29.319558 107.931966 3.67 1.65
2022 4 17 21 41 14.43 29.321853 108.161841 3.17 0.92
2022 4 17 21 56 16.94 29.314585 108.202938 3.62 0.62
2022 4 17 22 1 51.14 29.284416 108.041854 2.35 0.24
2022 4 17 22 10 18.4 29.316579 107.968465 2.8 0.53
2022 4 18 0 47 5.77 29.362219 108.032935 1.59 0.43
2022 4 18 1 58 29.42 29.283358 108.041919 2.68 0.04
2022 4 18 2 0 36.8 29.319381 107.95363 2.24 0.35
2022 4 18 2 3 8.76 29.316038 107.97028 2.56 0.32
2022 4 18 2 48 42.06 29.344672 108.073649 1.79 0.29
2022 4 18 2 59 28.12 29.278365 107.83868 5.57 -0.33
2022 4 18 3 56 5.96 29.310923 107.916992 3.19 0.4
2022 4 18 5 10 26.18 29.303794 107.876799 3.56 0.25
2022 4 18 5 44 9.64 29.299207 107.902987 3.44 0.59
2022 4 18 6 26 38.0 29.344159 108.086841 1.69 0.4
2022 4 18 7 6 28.16 29.31701 107.913647 1.44 0.18
2022 4 18 7 58 2.76 29.349058 108.075138 1.51 -0.03
2022 4 18 8 9 49.17 29.406923 107.947437 2.6 0.21
2022 4 18 8 25 36.39 29.256934 108.094393 6.34 0.57
2022 4 18 8 29 35.19 29.279175 107.840568 3.82 0.1
2022 4 18 8 39 39.6 29.337712 107.973934 1.74 0.87
2022 4 18 9 32 12.9 29.320671 107.951554 2.96 0.59
2022 4 18 9 55 30.6 29.31087 107.973812 2.0 0.55
2022 4 18 10 36 30.23 29.321102 107.947331 3.22 0.9
2022 4 18 10 50 44.83 29.28124 107.879451 5.25 0.42
2022 4 18 11 12 16.58 29.315778 107.916276 3.41 0.74
2022 4 18 12 10 29.34 29.36224 108.032886 1.53 0.56
2022 4 18 12 20 17.0 29.315631 107.918457 2.32 0.61
2022 4 18 12 24 48.74 29.359993 108.017521 2.95 0.28
2022 4 18 12 59 58.65 29.356317 107.98999 1.95 0.14
2022 4 18 13 16 25.36 29.336074 108.106698 2.79 0.33
2022 4 18 14 31 4.5 29.318783 107.951204 2.84 0.52
2022 4 18 14 46 7.39 29.303876 107.909652 4.47 0.62
2022 4 18 15 37 22.39 29.322107 107.94576 2.18 0.47
2022 4 18 15 39 44.13 29.402389 107.891512 4.16 0.12
2022 4 18 17 3 53.56 29.352191 107.998258 4.64 0.7
2022 4 18 17 5 11.74 29.346771 108.076522 1.28 0.95
2022 4 18 17 14 54.95 29.306496 107.910824 2.83 0.64
2022 4 18 17 38 33.04 29.337431 107.97404 2.0 0.52
2022 4 18 17 57 21.68 29.245787 108.085897 7.67 1.73
2022 4 18 18 5 4.81 29.258498 108.095801 3.28 1.4
2022 4 18 18 7 3.9 29.316634 107.96827 2.84 0.62
2022 4 18 18 8 49.15 29.265444 108.08387 4.26 0.97
2022 4 18 18 9 22.03 29.348232 108.072469 1.59 0.64
2022 4 18 18 46 35.02 29.362213 108.033309 1.64 -0.25
2022 4 18 18 52 37.04 29.316895 107.971419 2.19 0.02
2022 4 18 19 20 20.26 29.323918 107.931836 3.31 -0.2
2022 4 18 19 22 9.8 29.286204 108.041447 2.16 0.94
2022 4 18 19 27 35.36 29.316665 107.916593 3.19 -0.26
2022 4 18 19 45 44.92 29.320715 107.931763 3.76 0.21
2022 4 18 19 46 36.23 29.409261 107.934066 2.27 0.37
2022 4 18 21 31 24.89 29.31085 107.914648 2.77 0.38
2022 4 18 22 0 31.13 29.34384 108.086401 1.35 0.46
2022 4 18 22 56 28.33 29.311357 107.971517 1.88 -0.08
2022 4 18 23 43 3.8 29.319104 107.950708 2.11 -0.0
2022 4 19 0 39 9.64 29.360116 108.008854 4.45 0.63
2022 4 19 1 35 45.76 29.361407 108.017716 2.22 0.58
2022 4 19 1 40 10.8 29.362225 108.033301 1.65 0.8
2022 4 19 2 5 29.68 29.347746 108.074902 1.93 0.6
2022 4 19 2 38 21.38 29.275905 107.831576 5.74 0.33
2022 4 19 3 34 27.16 29.316357 107.914046 2.37 0.96
2022 4 19 3 50 57.38 29.283641 107.844344 4.75 0.76
2022 4 19 7 7 49.38 29.329205 107.954191 2.37 0.45
2022 4 19 7 26 26.8 29.314766 107.915487 3.61 0.79
2022 4 19 8 9 34.62 29.283335 108.042074 2.62 1.09
2022 4 19 8 34 57.09 29.281866 107.842871 4.59 0.51
2022 4 19 9 13 21.86 29.330855 108.124601 1.99 0.36
2022 4 19 9 59 23.2 29.3131 107.916748 2.46 0.4
2022 4 19 11 21 4.47 29.368939 108.02041 2.02 0.28
2022 4 19 11 50 52.07 29.359989 108.017977 2.98 0.84
2022 4 19 12 12 52.09 29.337225 107.974414 2.33 0.52
2022 4 19 12 43 30.67 29.316697 107.968953 2.69 0.55
2022 4 19 13 23 44.19 29.33879 108.119735 1.11 0.29
2022 4 19 13 39 11.49 29.286035 108.041471 2.23 0.65
2022 4 19 15 16 26.05 29.351101 107.986255 3.2 -0.08
2022 4 19 15 17 51.14 29.308752 107.972428 2.23 0.6
2022 4 19 16 1 46.66 29.346653 108.077271 1.37 0.99
2022 4 19 16 10 9.85 29.315387 107.915633 3.55 0.54
2022 4 19 17 5 43.28 29.362211 108.033341 1.66 0.71
2022 4 19 17 51 56.28 29.319889 107.930949 3.88 0.83
2022 4 19 18 47 27.78 29.28583 107.846191 4.56 0.69
2022 4 19 19 24 12.17 29.349111 108.073828 1.65 0.41
2022 4 19 20 15 9.39 29.380634 107.919678 3.13 0.46
2022 4 19 20 47 35.41 29.337166 107.974674 2.3 0.37
2022 4 19 20 50 22.26 29.319763 108.196175 4.3 -0.07
2022 4 19 21 36 52.31 29.316543 107.968888 2.78 0.51
2022 4 19 22 42 17.42 29.315839 107.970483 2.65 0.35
2022 4 19 22 51 43.16 29.324127 107.923494 1.65 0.9
2022 4 19 22 53 53.17 29.308974 107.913859 2.99 0.16
2022 4 19 23 21 43.26 29.362233 108.033317 1.64 0.18
2022 4 19 23 52 52.14 29.315719 107.916032 3.41 0.52
2022 4 20 0 9 23.59 29.381394 107.945549 2.6 -0.39
2022 4 20 0 14 0.55 29.28667 108.04078 1.96 0.7
2022 4 20 1 33 26.48 29.324969 108.160075 3.33 0.66
2022 4 20 2 0 9.68 29.299778 107.862777 4.74 0.63
2022 4 20 3 7 24.78 29.284389 108.040845 2.45 0.28
2022 4 20 3 56 54.48 29.379118 107.919849 4.34 0.55
2022 4 20 5 31 46.48 29.284383 108.042196 2.42 0.63
2022 4 20 5 46 41.24 29.316054 107.967627 3.37 0.16
2022 4 20 5 54 42.0 29.330731 107.956486 2.02 0.79
2022 4 20 5 54 44.28 29.328033 107.957243 2.61 1.0
2022 4 20 6 44 17.34 29.337811 107.974154 1.62 0.32
2022 4 20 7 15 15.12 29.31723 108.195516 3.6 0.52
2022 4 20 9 11 17.97 29.30743 107.97229 2.08 0.47
2022 4 20 9 23 42.66 29.280078 107.844084 5.26 0.41
2022 4 20 10 16 48.94 29.303359 107.867253 4.22 0.83
2022 4 20 11 35 23.91 29.316272 107.916243 3.26 0.8
2022 4 20 11 43 32.88 29.321427 107.944881 3.18 0.56
2022 4 20 12 6 51.0 29.36229 108.033439 1.58 0.64
2022 4 20 12 27 8.66 29.361416 108.017708 2.16 0.66
2022 4 20 12 29 50.91 29.255151 108.096484 4.23 0.25
2022 4 20 12 40 30.44 29.322113 107.93055 3.44 0.21
2022 4 20 13 4 59.02 29.321305 107.932471 3.63 0.9
2022 4 20 14 0 13.74 29.281104 107.843579 5.59 0.74
2022 4 20 14 32 36.85 29.319523 107.950773 2.73 0.38
2022 4 20 14 37 52.01 29.303371 107.908569 2.77 0.24
2022 4 20 15 28 19.35 29.391516 107.933317 6.76 0.5
2022 4 20 15 31 48.63 29.394993 107.934326 6.85 0.72
2022 4 20 15 32 42.09 29.393931 107.939063 5.18 0.16
2022 4 20 15 32 59.81 29.34399 108.086165 1.3 0.56
2022 4 20 15 35 25.15 29.343943 108.148055 2.32 0.24
2022 4 20 15 47 12.79 29.320042 107.951034 2.06 0.5
2022 4 20 15 53 5.76 29.31943 107.951864 1.16 0.32
2022 4 20 16 34 49.51 29.31723 107.97015 2.33 0.49
2022 4 20 16 42 58.38 29.278133 107.841943 6.11 0.12
2022 4 20 17 12 29.55 29.319763 107.918294 3.35 0.46
2022 4 20 17 26 49.95 29.31708 107.971021 2.31 0.58
2022 4 20 17 26 57.92 29.405406 107.906844 2.72 -0.09
2022 4 20 18 59 23.87 29.316433 107.916252 3.26 0.66
2022 4 20 19 30 46.3 29.362268 108.033407 1.65 0.62
2022 4 20 19 48 36.75 29.310765 107.916496 3.08 0.6
2022 4 20 20 7 0.9 29.307288 107.923022 2.42 0.33
2022 4 20 21 11 47.76 29.270648 107.828898 5.82 0.02
2022 4 20 21 42 35.26 29.346244 108.078353 2.14 0.97
2022 4 20 21 53 11.16 29.337813 107.974325 1.77 0.47
2022 4 20 21 53 15.62 29.361426 108.017871 2.18 0.9
2022 4 20 22 17 25.64 29.267537 107.830884 4.36 0.29
2022 4 20 23 7 50.01 29.294979 107.883488 4.59 0.59
2022 4 20 23 20 39.11 29.34894 108.072445 1.39 0.85
2022 4 20 23 22 53.36 29.287207 108.03938 1.92 0.75
2022 4 20 23 31 30.58 29.319954 107.964998 2.49 0.09
2022 4 21 0 9 45.44 29.303414 107.905941 2.77 0.05
2022 4 21 0 17 7.39 29.286871 107.881681 4.75 0.55
2022 4 21 0 38 13.04 29.308262 107.973844 1.93 -0.17
2022 4 21 1 3 14.52 29.316903 107.970679 2.24 -0.15
2022 4 21 2 4 27.04 29.321417 108.170223 4.29 -0.26
2022 4 21 2 28 36.12 29.30811 107.96958 1.51 0.3
2022 4 21 2 33 42.82 29.319208 107.952043 2.83 -0.06
2022 4 21 2 39 52.24 29.301449 107.864657 4.69 0.8
2022 4 21 3 16 4.36 29.34611 108.077409 1.48 0.45
2022 4 21 6 3 21.6 29.24163 108.117855 5.78 0.5
2022 4 21 6 52 26.6 29.39245 107.928874 5.22 -0.15
2022 4 21 6 53 12.24 29.389166 107.932715 7.89 0.85
2022 4 21 6 57 43.44 29.392845 107.936255 5.92 0.16
2022 4 21 7 8 45.68 29.375651 107.934766 9.65 0.58
2022 4 21 7 53 38.56 29.388249 107.934831 7.7 0.29
2022 4 21 7 54 31.94 29.373718 107.951611 11.16 0.37
2022 4 21 7 55 56.24 29.379616 107.932503 9.93 0.2
2022 4 21 8 5 54.97 29.287504 108.038737 1.84 0.61
2022 4 21 8 19 22.66 29.387349 107.93326 6.86 0.72
2022 4 21 8 19 55.56 29.388466 107.934465 7.64 0.26
2022 4 21 8 20 12.67 29.388483 107.934969 7.66 1.26
2022 4 21 8 20 53.24 29.384802 107.940999 6.65 0.82
2022 4 21 8 21 18.63 29.402089 107.919735 8.12 0.57
2022 4 21 8 21 33.05 29.385179 107.938395 6.46 0.44
2022 4 21 8 21 36.2 29.385114 107.921769 7.59 0.64
2022 4 21 8 22 14.63 29.392037 107.932373 7.75 0.5
2022 4 21 8 23 31.17 29.38809 107.940658 6.5 0.65
2022 4 21 8 24 27.2 29.388462 107.935726 8.2 0.62
2022 4 21 8 26 0.36 29.388938 107.933 7.65 0.1
2022 4 21 8 26 30.2 29.28516 108.041732 2.24 1.07
2022 4 21 8 29 27.2 29.383636 107.938232 7.51 1.02
2022 4 21 8 38 21.18 29.390116 107.932267 6.68 0.52
2022 4 21 8 39 27.8 29.388304 107.937573 4.37 0.11
2022 4 21 8 40 55.13 29.388595 107.934578 7.65 1.96
2022 4 21 8 41 10.48 29.393341 107.936157 6.23 -0.23
2022 4 21 8 42 40.36 29.384825 107.947974 8.99 0.37
2022 4 21 8 42 51.32 29.384355 107.928263 7.46 0.26
2022 4 21 8 43 48.65 29.390165 107.929167 6.33 0.39
2022 4 21 8 44 29.18 29.368416 107.954557 9.34 0.17
2022 4 21 8 47 29.17 29.386918 107.933049 6.77 0.83
2022 4 21 8 49 26.15 29.39232 107.93383 7.77 0.37
2022 4 21 8 49 46.58 29.370256 107.959684 9.6 0.27
2022 4 21 8 50 4.91 29.384625 107.927897 9.9 0.25
2022 4 21 8 50 41.44 29.386751 107.930965 5.49 0.79
2022 4 21 8 52 36.58 29.383065 107.938924 6.52 0.63
2022 4 21 8 58 49.71 29.377075 107.953068 10.12 0.58
2022 4 21 8 59 9.39 29.343758 108.086353 1.46 0.74
2022 4 21 9 2 47.78 29.387179 107.940535 7.52 0.03
2022 4 21 9 3 30.82 29.317834 107.916561 2.98 0.62
2022 4 21 9 8 5.82 29.380888 107.939217 8.01 0.93
2022 4 21 9 11 20.62 29.38633 107.932479 8.22 0.43
2022 4 21 9 11 46.28 29.385099 107.940259 7.18 0.67
2022 4 21 9 21 1.64 29.387903 107.935889 7.9 0.48
2022 4 21 9 23 26.47 29.388967 107.936906 6.28 0.67
2022 4 21 9 24 30.27 29.388623 107.934432 7.61 1.3
2022 4 21 9 26 52.11 29.388511 107.935278 7.72 0.49
2022 4 21 9 27 10.69 29.389813 107.927759 7.34 0.08
2022 4 21 9 33 7.07 29.349355 108.074479 2.0 0.64
2022 4 21 9 35 13.01 29.366742 107.938428 11.04 0.31
2022 4 21 9 37 4.53 29.337533 107.974235 2.03 0.67
2022 4 21 9 41 45.38 29.388947 107.93453 7.65 0.88
2022 4 21 9 41 49.19 29.388995 107.933927 7.45 0.78
2022 4 21 9 42 37.38 29.383838 107.931567 7.86 0.37
2022 4 21 9 43 29.91 29.388643 107.934945 7.55 0.79
2022 4 21 9 44 58.47 29.384998 107.937646 8.62 0.35
2022 4 21 9 45 3.07 29.388845 107.932894 6.9 0.65
2022 4 21 9 45 44.35 29.387789 107.935677 7.94 2.42
2022 4 21 9 46 13.69 29.388717 107.924015 8.16 0.17
2022 4 21 9 46 45.45 29.385514 107.93842 6.38 0.11
2022 4 21 9 47 5.66 29.377096 107.942529 7.41 -0.23
2022 4 21 9 47 34.88 29.384072 107.929411 8.16 0.42
2022 4 21 9 47 41.06 29.388059 107.935246 7.64 0.46
2022 4 21 9 48 26.24 29.392371 107.932568 8.1 0.55
2022 4 21 9 49 44.55 29.388536 107.934814 7.5 -0.07
2022 4 21 9 50 50.94 29.392615 107.92832 9.48 0.32
2022 4 21 9 58 59.64 29.388743 107.934823 7.56 0.39
2022 4 21 10 3 25.96 29.392873 107.929606 6.03 0.15
2022 4 21 10 20 19.4 29.317035 107.969165 2.49 0.29
2022 4 21 10 25 23.27 29.388259 107.933146 6.81 0.68
2022 4 21 10 25 49.96 29.392537 107.937443 7.11 1.08
2022 4 21 10 39 47.63 29.390719 107.9354 7.2 0.53
2022 4 21 10 40 14.33 29.394006 107.935645 6.99 0.14
2022 4 21 10 42 34.29 29.375197 107.934025 7.76 0.35
2022 4 21 10 46 39.9 29.37514 107.961914 9.42 0.52
2022 4 21 10 50 2.29 29.381535 107.936336 10.41 0.2
2022 4 21 10 54 18.15 29.378994 107.96123 8.76 0.23
2022 4 21 10 55 32.17 29.280078 107.841846 4.84 0.49
2022 4 21 11 3 58.56 29.386053 107.932072 7.93 0.38
2022 4 21 11 11 49.51 29.362211 108.033382 1.59 0.87
2022 4 21 11 12 56.07 29.387891 107.935832 8.09 0.29
2022 4 21 11 13 9.24 29.390403 107.937834 5.27 0.23
2022 4 21 11 13 23.54 29.38773 107.933618 7.59 0.22
2022 4 21 11 22 20.85 29.385669 107.931787 8.05 0.61
2022 4 21 11 37 44.28 29.38574 107.932357 8.41 -0.23
2022 4 21 11 40 45.26 29.369147 107.950098 10.73 0.4
2022 4 21 11 40 53.0 29.387864 107.935921 7.92 0.19
2022 4 21 11 46 24.45 29.37867 107.957585 10.09 0.4
2022 4 21 11 49 48.49 29.325474 107.948828 2.57 0.97
2022 4 21 12 5 21.27 29.369143 107.952108 9.31 0.5
2022 4 21 12 16 58.65 29.38929 107.933114 7.54 1.02
2022 4 21 12 41 19.12 29.309015 107.914681 2.95 0.53
2022 4 21 12 46 57.53 29.389492 107.933716 7.79 0.72
2022 4 21 13 0 46.99 29.388399 107.935547 8.22 0.64
2022 4 21 13 46 38.61 29.385256 107.929476 7.79 0.41
2022 4 21 14 44 33.81 29.360105 108.01783 2.9 0.8
2022 4 21 14 44 38.78 29.38173 107.927311 7.29 -0.64
2022 4 21 14 45 43.47 29.390106 107.934383 7.82 0.63
2022 4 21 14 45 48.24 29.385478 107.933724 8.86 0.06
2022 4 21 14 45 52.02 29.388794 107.933569 7.57 0.83
2022 4 21 14 48 50.21 29.302897 107.907878 2.38 0.19
2022 4 21 14 58 57.11 29.398804 107.919084 3.69 0.09
2022 4 21 15 2 36.59 29.321033 107.931234 2.5 0.06
2022 4 21 15 7 37.16 29.392973 107.935946 7.51 0.0
2022 4 21 15 26 49.12 29.322662 107.936702 2.15 0.75
2022 4 21 16 21 40.15 29.318184 107.917456 3.43 0.66
2022 4 21 17 11 29.17 29.286033 108.041219 2.12 0.44
2022 4 21 17 58 20.54 29.359025 107.999373 3.23 0.53
2022 4 21 19 11 28.41 29.316878 107.968734 2.66 0.44
2022 4 21 19 22 15.22 29.337838 107.973812 1.65 0.36
2022 4 21 19 39 55.49 29.362113 108.033577 1.65 0.69
2022 4 21 20 15 41.71 29.394552 107.938298 6.36 1.92
2022 4 21 20 18 46.69 29.346954 108.077547 1.94 1.05
2022 4 21 21 0 4.51 29.309155 107.972323 2.29 0.39
2022 4 21 21 23 43.47 29.316882 107.971029 2.24 0.82
2022 4 21 21 57 12.81 29.381903 107.884017 2.83 0.2
2022 4 21 22 9 5.0 29.383478 107.936328 7.55 0.07
2022 4 21 22 20 16.32 29.293178 107.841097 4.13 0.48
2022 4 21 22 38 33.38 29.323838 108.160994 3.51 0.39
2022 4 21 22 39 36.15 29.309511 107.872852 3.35 0.33
2022 4 21 22 45 57.38 29.285156 107.88029 4.88 0.61
2022 4 21 23 13 25.48 29.343966 108.086092 1.28 0.63
2022 4 21 23 49 29.8 29.316125 107.916113 3.32 0.5
2022 4 21 23 52 40.25 29.354643 107.988428 2.63 0.56
2022 4 21 23 56 32.28 29.40401 107.982918 4.44 0.88
2022 4 21 23 56 46.18 29.310944 107.919409 2.59 0.68
2022 4 21 23 58 48.71 29.30233 107.906014 2.5 0.36
2022 4 22 0 1 30.91 29.316087 107.919474 1.81 0.24
2022 4 22 0 16 31.5 29.361428 108.017871 2.19 -0.01
2022 4 22 0 41 40.34 29.388481 107.934277 7.67 0.41
2022 4 22 2 9 45.24 29.362343 108.033594 1.56 0.47
2022 4 22 2 31 31.38 29.348356 108.074984 1.61 0.46
2022 4 22 2 42 25.74 29.301396 107.891423 2.86 0.13
2022 4 22 3 18 9.52 29.318384 107.969287 3.87 0.76
2022 4 22 3 41 0.16 29.35226 107.922656 4.31 1.32
2022 4 22 3 55 11.32 29.286713 108.039852 1.76 0.32
2022 4 22 3 59 45.4 29.285883 108.040552 2.69 0.04
2022 4 22 4 13 45.12 29.300244 107.887744 4.48 0.02
2022 4 22 5 5 24.44 29.316034 107.970915 2.65 0.3
2022 4 22 6 43 35.84 29.275966 107.834855 5.8 0.66
2022 4 22 6 52 7.06 29.337069 107.974455 2.28 0.46
2022 4 22 7 45 49.08 29.24102 108.118953 5.07 0.56
2022 4 22 8 22 52.68 29.316119 107.915877 3.26 0.62
2022 4 22 8 41 26.17 29.346474 108.078166 2.11 0.27
2022 4 22 8 57 23.83 29.389115 107.932023 7.58 0.63
2022 4 22 9 18 48.31 29.312712 107.91814 2.89 0.38
2022 4 22 9 24 19.71 29.319545 107.951196 2.79 1.08
2022 4 22 9 25 17.15 29.309556 107.974072 2.06 0.45
2022 4 22 9 45 10.47 29.347544 108.071183 1.23 0.72
2022 4 22 11 25 7.2 29.328906 107.95459 2.61 0.11
2022 4 22 11 25 10.98 29.330406 107.959774 1.28 0.42
2022 4 22 11 32 8.73 29.390082 107.934237 8.63 0.28
2022 4 22 12 6 51.28 29.323283 107.931746 3.71 0.36
2022 4 22 12 18 27.28 29.362113 108.033398 1.59 0.33
2022 4 22 12 40 8.55 29.32571 107.930729 2.65 0.22
2022 4 22 12 43 21.88 29.301876 107.905949 3.04 0.63
2022 4 22 13 14 38.15 29.320856 107.934473 3.92 0.88
2022 4 22 13 32 54.54 29.283372 108.043278 2.75 1.14
2022 4 22 13 53 44.34 29.278699 107.839062 5.3 1.06
2022 4 22 14 21 57.37 29.348745 108.078882 2.07 0.52
2022 4 22 14 50 57.88 29.318872 107.951506 2.86 0.73
2022 4 22 14 55 50.09 29.318913 107.950317 2.71 -0.41
2022 4 22 15 26 28.41 29.33796 107.974642 1.67 0.73
2022 4 22 15 40 35.07 29.317033 107.971501 2.59 0.28
2022 4 22 16 0 27.78 29.318583 107.916895 2.86 0.94
2022 4 22 16 11 14.8 29.361393 108.017977 2.18 0.59
2022 4 22 16 11 28.21 29.385744 107.932292 6.78 -0.02
2022 4 22 16 13 53.37 29.265112 108.084538 6.29 0.31
2022 4 22 16 17 28.51 29.293085 107.847331 6.9 0.42
2022 4 22 16 26 38.61 29.262272 108.095345 3.53 -0.95
2022 4 22 16 37 52.7 29.273342 108.08479 3.31 0.28
2022 4 22 18 12 53.57 29.307595 107.920133 3.46 0.3
2022 4 22 18 15 28.09 29.308858 107.84978 4.24 0.45
2022 4 22 18 18 36.85 29.32027 107.944523 2.82 0.66
2022 4 22 18 23 8.93 29.320903 107.947005 3.26 0.25
2022 4 22 18 45 14.85 29.353953 107.986938 2.5 0.19
2022 4 22 19 36 25.87 29.310946 107.876066 3.54 0.73
2022 4 22 20 4 11.58 29.319486 108.172437 4.17 0.11
2022 4 22 20 33 4.79 29.311753 107.963224 2.25 0.54
2022 4 22 21 12 17.69 29.314923 107.915731 2.22 0.28
2022 4 22 21 32 53.03 29.362152 108.033366 1.46 0.6
2022 4 22 21 38 15.58 29.381991 107.935311 9.23 0.3
2022 4 22 22 3 52.74 29.30047 107.904053 3.32 0.54
2022 4 22 22 6 56.22 29.30659 107.971273 2.02 0.49
2022 4 22 22 12 24.65 29.388222 107.943726 6.29 0.89
2022 4 22 22 14 45.53 29.280745 108.045955 3.2 0.16
2022 4 22 22 22 2.21 29.346393 108.077962 2.08 0.56
2022 4 22 22 28 39.69 29.316555 107.916081 3.24 0.51
2022 4 23 0 46 3.02 29.283441 108.042489 3.08 0.97
2022 4 23 0 46 44.52 29.245738 107.860807 3.92 0.65
2022 4 23 0 57 48.86 29.284717 108.040853 2.38 0.78
2022 4 23 1 47 18.76 29.396411 107.969385 5.28 -0.18
